filepath,team_name,team
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b79a3a77-070a-4fab-abdd-b69fa93c3de7.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/fbff4505-7677-4d57-a5da-e579240f15f5.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c8650b21-d35f-47ef-81f6-721bbfc42819.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/173fbfa6-f3f6-443c-920b-0d764e28619d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/534dd6df-f622-4599-8e68-83e8120d3728.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/202b5b10-5c7d-4877-8057-b89564a55e4d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/57bc5d51-8f62-4c16-a42c-183b348ec8f5.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/f524486c-2306-4d57-8f49-6a58b74a81ac.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/d888f8ee-216c-401a-8d27-0696836f005a.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/7fb7a89e-dd94-424b-94d0-f6415cb73f1c.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/f8b012c1-ba47-4d4e-99c1-82d683134265.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/8bc21f0c-28eb-4904-bd90-0741733ab9fa.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/4f4f0a57-6c56-4f92-b6b2-901a6be646e4.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/ee61ad2c-ddad-4484-b2e4-f9cddc899c78.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/63f394fa-7d93-44e2-851d-a1ded1238711.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/559103cb-c190-41f5-a489-46c376e68a60.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/7d3b4dd8-09f4-4281-8a5c-06096a108c69.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/9e7070f5-2454-4368-868f-65fe132c965a.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/92e5255a-f6da-454c-a725-c1b646168a4b.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/0957551d-517f-4990-9f03-9fa0968d8ad8.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/de80eeba-9274-475d-b6c6-67bdcbac77fa.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/2d9af403-d69d-4c16-a56e-41fd6693fcc5.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b69ecbe1-5d33-4b65-83b9-73a383943540.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/9401c4a6-bc70-4b1a-984a-a8cec8758495.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/141748f5-db71-4b43-8d66-dd0503e75dfa.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/a3b47c21-6bc6-422e-b7c4-36787aff797e.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c206bba7-c457-48e0-a230-d15d6ecbce72.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b3cb32bf-eb9d-457f-b373-83f4c91bb963.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/883961c7-8508-4dc7-9a63-c64b01fa355d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/618ae062-1d9e-4df7-9530-952c140bdbec.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/3ed60780-7dd3-48c2-9af8-9969d2bc07dc.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/95a68014-9be6-4e17-9f85-8336f2f3dce6.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/3d3b220e-bff0-4477-8ca2-195b383c73f4.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/bd4bea3f-1a57-4e28-9c42-2895a6784428.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/f12ace9d-c673-49b7-9ce5-75cf0c89a6ba.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/50f99400-6351-47ec-981b-2273375c36d2.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/fce0d476-4d7a-4b7a-9834-b9306778d8c0.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/a415bbd8-09f0-4d90-b2cd-63a605da5bd6.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6ca0d839-ebda-433c-80e7-f46b22aaac09.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/103b5d7e-cf8d-4334-bcc7-0aa52f5afc2a.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/98baf12a-7b87-44f9-9411-94e5df87d563.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/04e40d5e-e802-4b5a-a348-d16fe49508ab.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/11f68099-0182-4e84-aade-65fbc13e31b5.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/9ff9d5de-c9c3-4ac1-9654-d5f04ba02de4.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/30085e34-7aac-49e5-b0dd-9fff6620e993.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/92a4596b-1a7c-4bf0-a8a0-6e0c5ed04620.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b4ff10e9-c90a-4d15-9c0e-ea08f2b3a603.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/9a5a0be3-c1c1-4412-b6ea-b3254559aa65.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/cf852b41-92c1-4053-b1a4-b2e318022632.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/597405dd-bc9e-4c96-8f79-0ca535abc01b.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/266f1a29-36ef-4fd5-97d4-30acc22f2349.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/0f46b99b-4fe2-4241-b121-f60f7a3d8297.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/83499db7-88ae-4f09-9d37-bb0739781825.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/d32bdfbe-a238-4381-b5ce-881444fd55d0.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/291aead9-5330-4797-b5f9-083060cfb900.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/0cfd82ab-e67a-497c-a0f8-003437db838d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c4cf2694-bdf1-4cdb-a736-13096ef44ba4.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/1d777d05-7755-434f-8c3d-8eca24c7754f.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b62dcae8-4ccd-4c8e-89b7-0344aa81c8d2.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/38b63de7-abaa-4709-a26d-2134dbb901ff.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b304de4c-4a4c-4e7e-8a10-c6c057337a0a.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6b21817d-ddbc-47a4-8dba-50eba7b04a86.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/1479181a-3b2d-48d1-baba-fd7ea9f6b124.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/d65ef5f1-a5f7-400f-af8f-5846595960fa.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c4b3c043-e513-40fd-abda-64e5b865a858.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6a50ffc6-3d56-4f85-9ae3-7626d3dbe8fe.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/665a3e07-fa66-401b-8267-5ba73c59ca40.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/3997c3d0-29e1-4122-94fc-7b2c7e964621.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/01924c0e-709e-4438-9c5e-c8fbee200092.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/95f57215-418f-41dc-adc0-193b298a50ae.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/8992b9a8-8060-4bdb-93ef-bdd7e18c26f2.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b800dcd4-f0ad-4c21-b3a0-fdbbc2c29461.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/4bbad8d2-42f6-48ab-8146-c666907018c6.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/1df435af-fedf-4dfe-aa20-a721c2df9293.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/985d1d24-b729-4f90-9424-86d8c2d467ba.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/a92743da-d730-4d9e-b097-7b96dcd94e2f.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/ce149c69-2857-4b8b-89e0-a9cf43c8507f.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6de32e36-2f1f-439b-bceb-ca0ba9bf753f.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/ee89828c-907c-48c1-928d-c02a10f901c3.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/da9bb501-ccb1-4cc6-9ea3-1da6b43826fd.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/4016af68-9497-4167-80b6-aa2deeccf7e6.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/5e3fc81e-eddb-4cb8-be98-169600866fc0.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/f8ba4f4b-65bc-4667-a018-a9183297346d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b469314e-73f7-49e6-a4f3-4ec08260d701.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/57703b10-e554-477b-a9e5-1d653f5ea403.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c126eb2f-1e18-48f5-8f84-784d0e172311.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/761edb77-208a-4c71-a22d-4c67cf870a01.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/2b15ec6b-bc84-44c8-93f9-0a405fb7da8a.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b00e8a65-1057-432d-ae28-70337f130a8d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/13dde818-b637-4197-b850-b9cb819f2583.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/17801b61-219e-49a0-9899-e8625582d2e4.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c4e4866d-0354-4fee-aedf-ca4918deb8d3.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/ec03a69c-59f8-4360-8345-fe34d9cf36b9.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/ea73f3a8-7e11-402c-92c4-8f954c2990ae.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/1fa93445-cc30-4773-a9d2-471f4089bf00.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/81071a42-3aa6-4345-be26-7bb638889e0c.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/885237b8-8251-4bb3-85eb-cc048f027f78.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/eb0ef4a2-9ab8-4fbb-b0b9-71946e4086a0.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6bdf3cbb-01a5-415c-b371-ca8dbbbb1f59.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/8ad95f1d-fa8e-4288-8cb6-1a1942591de7.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/d510324c-3bff-4adf-b6b0-542f3bf0d525.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/0ef2f448-fc9c-4bd0-a5ef-d64bdf10009b.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6d0abec1-aa2f-43ad-8462-3630aeba1ac2.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/65d92e35-8b3f-4e4f-90b4-f5ebb75aa0c9.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/ef155ea1-021b-4ebb-9328-81fdabd2cef9.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/4f0de25f-5a25-4bcf-815e-d8af6164aa0e.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/5c53140c-da86-4782-9ac5-f73da091a867.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/021191d2-9313-4c8f-b568-a23eb1bd8bae.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/58137c2f-1c45-43b8-a398-e75679fbafb2.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/3743373f-4405-4d43-82a9-ea543664a356.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/05b2eb16-0e40-42b6-899c-40ddbdad087a.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/032aab2b-4f1d-4ca3-ab1a-994c4510b49c.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/d9279e9e-2165-4786-822f-759a5acdec7e.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/1dcf2c14-a824-462f-9bb0-302d4ed7d5e6.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6c2b4f7a-c3cd-42da-880d-855d0db3151f.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/0cfdce10-84a6-41cc-b199-dc7f02b2a099.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/40f33044-e6a8-4faf-aaf0-5ec3f157ebd2.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/8e427001-b905-4f55-baaf-bc8025bd4865.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/f1dc188e-3787-4ea4-9465-795db9f86298.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/42905947-f39b-41e0-b81d-f0ee76a395d0.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/a70be47b-9191-406c-bc44-3a4c7fa54e12.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c6df88b6-ba32-4f04-be32-11c2c1440d2d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/f0696296-b9b1-4558-b4f7-1e8f2d2d1f12.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/abfce3e6-92b6-4aa2-9e4d-2eca7ee67d59.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6baa4dc1-de9e-4093-a7e2-1f4043715456.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/eb4ef5c0-a1de-4a8a-88e3-05f8517fa4b8.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/fd3023ec-2db1-4c86-90c1-02aa8a5c81ff.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/53a48ffa-184d-4d95-bc4e-99580a867334.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/97a80e73-4e96-4f1e-8800-2c5ab75187a3.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c5123db1-c0b3-4e75-b268-761fa81d04a2.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/a04c7014-a4b9-41ab-8cc5-dda06a9cf2bf.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/d931abd6-b488-4bb2-bd69-5d5f7853788c.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/57044610-f4d4-4d53-92d6-29956ff6aefc.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/5e6dbd7d-2d08-407a-a6ea-80de41246d1d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/fac71085-6aa8-4b03-9038-0690e73a7b99.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/f77b97b1-48ac-48f8-ba2b-daa9d240b8d0.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/c76a0778-0818-496a-9c41-abc4e47801bd.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/d23c95a5-d838-4592-b7f2-0ad8264c9108.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/4c21af55-fedc-44a0-b8aa-d4c0a1d8772c.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/da30a20a-595a-4780-98b2-8714d949cb3a.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/5373242b-2634-45af-8268-61ae7157194e.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/693d9a7f-f180-4fd0-899f-7edc265bfe86.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/133b9db0-3fad-44b0-9b92-4331d37849a8.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/41424b87-036a-4708-bded-ff17380ccbf5.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/e98ffd33-13a7-4b75-9a4d-1f26d64b618b.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/3fbeaa42-e1d1-4682-a7bb-e66f8aa80935.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/68631741-a782-48b2-a29b-434e9871919c.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/2288d874-fa66-4ff0-9d98-6470a957f2a3.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/b9156797-6468-4229-aa70-76de1b53b61b.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/ee1cf0ce-5a8a-472e-b820-5935f8c8f895.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/19d4d4e4-2d8e-46ef-90a6-4aa63d476b31.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/e4f0fab2-e544-42fa-a290-a30d5c8f10bf.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/ddb984af-8669-4a1c-844d-29640e83d64d.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/e3c7f0e6-c650-4f00-bd98-c4fdb81783a3.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/39c189ab-0fef-4c6f-a6ba-d5d24a3f44ba.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/da75ea80-c762-48a3-bcf9-e64c1d6fd105.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/2c60a458-0fb0-4506-a3e3-9888e0404c27.png,manchester-united,12
../input/english-premier-league-logo-detection-20k-images/epl-logos-big/manchester-united/6581dcc6-2551-44bf-8f71-e01f7ad21c50.png,manchester-united,12
